Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Blue Egg Gallery,http://www.blueegggallery.ie/,353539000000,-6.4646946,52.3393084,Wexford,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery,Historic Houses and Castle,Activity Operator,Food Shops"
Carrigaphooca Castle,https://www.castles.nl/carrigaphooca-castle,3532620544,-9.028399,51.908549,Cork,Macroom,Republic of Ireland,"Castle,Historic Houses and Castle"
Mallow Castle,https://www.castles.nl/mallow-castle,353859000000,-8.6390052,52.1338549,Cork,Mallow,Ireland,"Castle,Historic Houses and Castle"
National Botanic Gardens,http://botanicgardens.ie/,+353(0)18040300,-6.27185819,53.37265435,Dublin,Glasnevin,Republic of Ireland,"Learning,Photography,Walking,Gardens,Garden,Public Park,Nature and Wildlife,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Saint Cronan's 10th Century Church Tuamgraney,http://www.discoverloughderg.ie/tuamgraney-church,35361921351,-8.5393666,52.8966945,Clare,Tuamgraney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dublin Garden Trail,http://www.dublingardens.com, +353(0)12819422,-6.189413,53.298931,Dublin,Blackrock,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Tour"
Croppies Grave,http://www.igp-web.com/Carlow/croppies_graves.htm,,-6.9391607,52.8389539,Carlow,,Ireland,Public Sculpture
Limerick City Museum,https://www.limerick.ie/limerick-museum,35361557740,-8.6287673,52.6639172,Limerick,,Ireland,"Learning,Museums and Attraction,Tour"
"Old St Mary's Church, Clonmel",https://www.stmarysparishclonmel.ie/,3530530000000,-7.7053964,52.3543347,Tipperary,Oldbridge,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynacarriga Castle,http://www.castles.ancientireland.org/ballinacarriga/index.htm,353239000000,-9.031648,51.705571,Cork,Bandon,Ireland,"Castle,Historic Houses and Castle"
Booley Bay Beach,,,-6.904408,52.2010499,Wexford,New Ross,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Olivier Cornet Gallery,http://www.facebook.com/oliviercornet.gallery,+353(0)872887261,-6.262482547,53.35528615,Dublin,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
National College Of Art And Design,http://www.ncad.ie,+353(0)16364200,-6.253916569,53.3409606,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Learning,Photography,Activity Operator,Art Gallery,Cafe,Food and Drink"
Killahoey Beach ,https://www.blueflag.global/show-site?siteId=6585,,-7.9553654,55.1885934,Donegal,,Ireland,Beach
Tullamore D.E.W. Visitor Centre,https://www.tullamoredew.com,353579000000,-7.4929774,53.2777494,Offaly,Tullamore,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Museums and Attraction,Tour"
Oscar Wilde,http://www.talkingstatuesdublin.ie/statues/oscar/,,-6.250583758,53.34083824,Dublin,,Ireland,"Public Sculpture,Talking Statue,Literary Ireland"
Templetown  Beach ,https://www.blueflag.global/show-site?siteId=6597,353429000000,-6.1534395,53.9795749,Louth,,Ireland,"Kitesurfing,Windsurfing,Activity Operator,Photography,Learning,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
Limerick Printmakers,http://www.limerickprintmakers.com,35361311806,-8.6191794,52.6631362,Limerick,Limerick City,Ireland,"Craft,Shopping,Learning,Art Gallery"
Swords Round Tower & Belfry,http://swords.dublin.anglican.org,+353(0)18956747,-6.2244591,53.4576831,Dublin,Swords,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Donaghpatrick Church,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/donaghpatrick-church,,-6.7595492,53.6965617,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Bainnlann Chul na nGabhar Art Gallery,https://www.facebook.com/bainnlann/,3535841933,-7.6247721,52.0897542,Waterford,Dungarvan,Ireland,"Craft,Shopping,Art Gallery"
Knappogue Medieval Castle Banquet,http://www.knappoguecastle.ie/medieval-banquet/?_ga=2.37412192.1525066531.1579781977-34006099.1579781977,35366711222,-8.8319382,52.7939498,Clare,Quin,Ireland,"Food and Drink,Restaurant,Activity Operator,Castle,Historic Houses and Castle,Traditionally Irish"
Blackrock Beach,http://facebook.com/visitblackrock/,+353(0)872077193,-6.366831,53.960735,Louth,Blackrock,Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
Ballynatray Gardens,http://www.ballynatray.com,3532497463,-7.887014,51.99547,Cork,Youghal,Ireland,"Walking,Gardens,Garden"
Old Mellifont Abbey,https://www.heritageireland.ie/en/midlands-eastcoast/oldmellifontabbey,353420000000,-6.465959509,53.74266351,Louth,Tullyallen,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Tour"
Colclough Walled  Garden,http://www.colcloughwalledgarden.com/,353833000000,-6.8425278,52.234339,Wexford,New Ross,Ireland,"Covid Safety Charter,Walking,Gardens,Garden,Cafe,Food and Drink"
Celtic Plantarum Dundrum,https://www.garden.ie/gardenstosee/celtic-plantarum-dundrum/,3536271303,-8.04394294,52.5576255,Tipperary,Dundrum,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Loughcrew Historic Gardens,https://loughcrew.com/,353499000000,-7.143688,53.734141,Meath,Oldcastle,Ireland,"Photography,Learning,Walking,Gardens,Garden,Venue,Music,Cafe,Food and Drink"
Kilteel Castle,http://www.megalithicireland.com/Kilteel%20Castle.html,35345521240,-6.5274876,53.2326787,Kildare,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Fitzmaurice Castle,https://www.ballybunion.ie/things-to-do/attractions/ballybunion-castle.html,353667000000,-9.6774631,52.5120069,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Isaac Butt Heritage Centre,https://www.facebook.com/isaacbuttheritagecommittee,353749000000,-7.9324749,54.8384012,Donegal,,Ireland,Museums and Attraction
St. Patrick’s Gateway Centre,https://www.facebook.com/stpatricksgatewaycentreltd,35351843589,-7.1141788,52.260277,Waterford,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
Coolmelagh - Prospect Loop,http://www.irishtrails.ie/Trail/Coolmelagh---Prospect-Loop/427/,,-6.580390652,52.68619666,Wexford,Bunclody,Ireland,"Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Cathedral of the Most Holy Trinity,http://www.waterford-cathedral.com,35351874757,-7.1111721,52.2615066,Waterford,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Galley Head,,,-8.951755,51.534998,Cork,Rosscarbery,Ireland,Discovery Point
Molly Loop,http://www.irishtrails.ie/trails.aspx?c=Louth,,-6.187984268,54.04327358,Louth,Grange,Ireland,"Walking,Natural Landscape"
Holy Trinity Church,https://www.buildingsofireland.ie/buildings-search/building/22110009/holy-trinity-church-catholic-main-street-fethard-fethard-tipperary-south,353863000000,-7.6949615,52.4656284,Tipperary,Fethard,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Sathya Sai Sanctuary For Nature,http://www.donkeys.ie,+353(0)861031932,-8.406741,54.067111,Sligo,Castlebaldwin,Republic of Ireland,"Visitor Farm,Activity Operator"
Golden Grove Forest,https://www.coillte.ie/site/golden-grove/,+353(0)61337322,-7.800073568,52.96123502,Tipperary,Roscrea,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Natural Landscape"
St Aidan's Cathedral,http://www.staidanscathedral.ie,353539000000,-6.5708702,52.5026356,Wexford,Enniscorthy,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dromana Gate,https://dromanahouse.com/history,3532496144,-7.863762522,52.1093223,Waterford,Cappoquin,Republic of Ireland,Historic Houses and Castle
Zoological Museum,http://www.tcd.ie/Zoology/museum/,+353(0)18961366,-6.251858,53.343181,Dublin,,Ireland,"Learning,Museums and Attraction,Food Shops,Shopping"
Titanic Experience Cobh,http://www.titanicexperiencecobh.ie,353215000000,-8.2947994,51.8499294,Cork,Kilgarvan,Ireland,"Covid Safety Charter,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Listowel River Walk,http://www.irishtrails.ie/Trail/Listowel-Village-Walks---River-Walk/609/,,-9.483925274,52.44712012,Kerry,Listowel,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Public Park,Nature and Wildlife,Public Sculpture"
The Warren Gallery,http://www.warren-gallery.com,3532836146,-9.1748961,51.528295,Cork,,Ireland,"Craft,Shopping,Art Gallery"
Jam Art Factory,https://jamartprints.com,35316165671,-6.2721,53.34117,Dublin,Dublin,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Clonea Beach ,https://www.blueflag.global/show-site?siteId=6629,,-7.542845687,52.09615202,Waterford,Clonea,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Shrule Pet Farm,https://www.facebook.com/shrule.petfarm,353878000000,-6.245731,52.555725,Wexford,Shrule,Republic of Ireland,"Covid Safety Charter,Visitor Farm"
Baltinglass Abbey,http://visitwicklow.ie/attractions/baltinglass-abbey,,-6.7102325,52.9439747,Wicklow,Baltinglass,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Michael Collins Birthplace,http://www.michaelcollinscentre.com/,353239000000,-8.9805027,51.6165156,Cork,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Easkey Pier,,,-8.957322847,54.29391877,Sligo,Easkey,Ireland,Discovery Point
Ardamine Beach,,,-6.226382459,52.64386973,Wexford,Courtown,Republic of Ireland,Beach
Kilvahan Horse Drawn Caravans and Adventure Farm,http://www.horsedrawncaravans.com,353579000000,-7.6252845,52.9959756,Laois,Coolrain,Ireland,"Horse Riding,Equestrian,Activity Operator,Visitor Farm"
The Round Tower Clondalkin,http://theroundtower.ie,+353(0)15554648,-6.39537391,53.32208417,Dublin,Clondalkin,Ireland,"Covid Safety Charter,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Cafe,Food and Drink,Vegan,Restaurant,Vegetarian,Food Shops,Shopping,Tour"
Oriel Gallery,http://www.theoriel.com,+353(0)16763410,-6.251421,53.341239,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Pearse Street Library,http://www.dublincity.ie/main-menu-services-recreation-culture-dublin-city-public-libraries-and-archive-locations-hours-19,+353(0)16744888,-6.245275,53.343092,Dublin,Dublin City,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Literary Ireland,Cafe,Food and Drink"
Roney Point Beach,,,-6.211656302,52.59954632,Wexford,Courtown,Republic of Ireland,Beach
Timoleague Franciscan Friary,http://www.timoleague.ie,,-8.765224,51.644802,Cork,Timoleague,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Urban Brewing,http://urbanbrewing.ie,+353(0)15685989,-6.248247449,53.34908681,Dublin,,Ireland,"Covid Safety Charter,Restaurant,Food and Drink,Museums and Attraction,Historic Houses and Castle,Local Produce,Pubs and Bar,Activity Operator,Food Shops,Shopping,Tour"
Barnageara Beach,,+353(0)18400077,-6.148359036,53.58666584,Dublin,,Republic of Ireland,Beach
Dwyer McAllister Cottage,http://www.heritageireland.ie/en/midlands-eastcoast/dwyermcallistercottage,35340445325,-6.5648108,52.9619269,Wicklow,Donard,Ireland,"Historic Houses and Castle,Museums and Attraction"
Inishbofin Island (Inis Bó Finne),http://www.donegalislands.com,+353(0)749135635,-8.170623921,55.1678058,Donegal,,Ireland,"Bird Watching,Nature and Wildlife,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Walking,Beach,Island,Offshore Island,Natural Landscape"
Rosses Point Coastal Walk,https://www.discoverireland.ie/sligo,,-8.557107709,54.30834572,Sligo,Rosses Point,Republic of Ireland,"Walking,Natural Landscape,Public Sculpture"
Barley Cove,,,-9.76928,51.468821,Cork,Crookhaven,Ireland,Discovery Point
Littor Beach,,,-9.5787059,52.5737055,Kerry,,Ireland,Beach
Merrion Square Open Air Art Gallery,https://www.merrionart.com,,-6.2491694,53.3396402,Dublin,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Tipperary Studies at Tipperary Libraries,http://www.tipperarylibraries.ie,+353(0)50429278,-7.809615,52.678962,Tipperary,Thurles,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Literary Ireland"
Coppinger's Court,"http://www.megalithicireland.com/Coppinger's%20Court,%20Cork.html",3532821489,-9.0668602,51.5716479,Cork,,Ireland,"Castle,Historic Houses and Castle"
Abbeyshrule Monastery,http://www.facebook.com/AbbeyshruleAbbey,353433000000,-7.658347079,53.57969143,Longford,Abbeyshrule,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Woodville House Gardens,http://woodvillegardens.ie,35351422957,-6.9309706,52.4171808,Wexford,New Ross,Ireland,"Walking,Gardens,Garden,Tour"
City Assembly House,http://www.igs.ie/conservation/project/city-assembly-house-a-history,+353(0)16798675,-6.2624532,53.34199229,Dublin,,Ireland,"Craft,Shopping,Historic Houses and Castle,Art Gallery,Museums and Attraction,Food Shops"
Brittas Bay South Beach ,https://www.blueflag.global/show-site?siteId=6611,,-6.062782387,52.87529633,Wicklow,Brittas Bay,Ireland,Beach
Goats Island ,,,-7.761013,51.9456704,Waterford,,Ireland,Beach
Ballyvaughan Pier,,,-9.153682,53.119533,Clare,Ballyvaughan,Ireland,Discovery Point
The Village At Wheelock’s,https://thevillageatwheelocks.ie,353539000000,-6.517368,52.508417,Wexford,Enniscorthy,Ireland,"Covid Safety Charter,Visitor Farm,Cafe,Food and Drink,Local Produce,Restaurant"
Castlefarm Shop,http://www.castlefarmshop.ie,353877000000,-6.8612811,53.0531178,Kildare,Narraghmore,Ireland,"Cooking,Cookery,Learning,Gardening,Nature and Wildlife,Shopping,Visitor Farm,Tour"
Blessington Street Basin (Dublin's Secret Garden),http://www.dublincity.ie/main-menu-services-recreation-culture-dublin-city-parks-visit-park/blessington-street-basin,+353(0)16612369,-6.269691598,53.35722262,Dublin,Dublin City,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Gardens,Garden"
Royal Irish Academy,http://www.ria.ie,+353(0)16762570,-6.258085,53.340716,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Fahan Beehive Huts,http://www.ancientireland.org/fahan,353879000000,-10.421536,52.1016785,Kerry,Fahan,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St John’s Church Knockainey ,http://stjohnschurchknockainey.wordpress.com,353863000000,-8.4677333,52.474185,Limerick,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kildemock Jumping Church,http://www.louthholidays.com,353429000000,-6.518018,53.831371,Louth,Ardee,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Kayaking.ie,http://www.kayaking.ie,353862000000,-6.093727731,53.27486714,Dublin,Dalkey,Ireland,"Kayaking,Activity Operator,River,Discovery Point,Boat,Tour"
Harristown House,https://www.harristownhouse.ie,35345483614,-6.6914209,53.1317192,Kildare,,Ireland,"Historic Houses and Castle,Tour"
Merry Ploughboy Pub Traditional Nights,http://www.mpbpub.com,35314931495,-6.2968957,53.2641499,Dublin,Rathfarnham,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Activity Operator,Historic Houses and Castle,Traditionally Irish,Venue,Music,Local Produce,Pubs and Bar,Food Shops,Shopping"
Valentia Observatory,http://www.met.ie/about/valentiaobservatory/default.asp,353669000000,-10.2400125,51.9383772,Kerry,Cahersiveen,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction"
Cloncallow Garden,http://cloncallow.com,353868000000,-6.076193479,53.06779275,Wicklow,Newcastle,Ireland,"Gardens,Garden,Cafe,Food and Drink"
Castle Roche,https://www.visitlouth.ie/explore-and-do/explore-louth/castles-and-conquests-louth/castle-roche.html,353429000000,-6.48843,54.046471,Louth,Dundalk,Republic of Ireland,"Historic Houses and Castle,Castle"
JJ Corry Irish Whiskey Experience,https://www.chapelgatewhiskey.com,353864000000,-9.4353561,52.6770232,Clare,,Ireland,"Museums and Attraction,Tour"
Cé an Bhuna Bhig (Bunbeg Harbour),,,-8.3093977,55.057756,Donegal,Bunbeg,Ireland,Embarkation Point
Dublin Discovered Boat Tours,http://www.instagram.com/dublindiscovered,+353(0)14730000,-6.261545,53.34718,Dublin,,Republic of Ireland,"Covid Safety Charter,Activity Operator,River,Discovery Point,Boat,Tour"
Merrion Square,,+353(0)16612369,-6.25002,53.3388,Dublin,,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Waterford County Museum,http://www.waterfordmuseum.ie,3535845960,-7.6194011,52.0886326,Waterford,Dungarvan,Ireland,"Learning,Photography,Historic Houses and Castle,Museums and Attraction"
The Norman Way - Heritage and Cycling trail,http://thenormanway.com,,-6.466516269,52.3366895,Wexford,,Ireland,"Cycling,Castle,Historic Houses and Castle,Natural Landscape,Ruins,Tour"
Ballinafad Castle,http://www.megalithicireland.com/Ballinafad%20Castle.html,,-8.335818,54.0259909,Sligo,Ballinafad,Ireland,"Castle,Historic Houses and Castle"
Garden Tours of Ireland,https://www.gardentoursofireland.com,35350454688,-7.9378116,52.6518532,Tipperary,,Ireland,"Gardening,Nature and Wildlife,Activity Operator,Gardens,Garden,Tour"
Pure Skill,https://www.pureskill.ie,35391515510,-9.1005695,53.271107,Galway,,Ireland,"Gaa,Activity Operator"
An Chonair (Conor Pass),,,-10.207747,52.181771,Kerry,Dingle Peninsula,Ireland,Discovery Point
Foynes Island - Viewpoint,,,-9.11306,52.613836,Limerick,Foynes,Ireland,Discovery Point
Clare Abbey,http://monastic.ie/history/clare-augustinian-abbey,353657000000,-8.9689595,52.8290238,Clare,Ennis,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Go Gaelic,http://www.gogaelic.ie,353879000000,-8.966588827,52.81404477,Clare,Clarecastle,Ireland,"Gaa,Learning,Activity Operator,Venue,Sports Venues"
The Donkey Sanctuary,https://www.thedonkeysanctuary.ie/,3532248398,-8.794220999,52.2649923,Cork,Liscarroll,Republic of Ireland,"Visitor Farm,Cafe,Food and Drink,Food Shops,Shopping"
Warblebank Garden,http://warblebankgarden.com,353894000000,-6.1042318,53.087328,Wicklow,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Temple Bar Gallery and Studios,http://www.templebargallery.com,+353(0)16710073,-6.263577,53.345631,Dublin,,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery"
The Yeats Encounter,https://facebook.com/The-Yeats-Encounter-618433715302579,353871000000,-8.477227718,54.27385633,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Literary Ireland"
Donaghmore Round Tower,http://www.navanhistory.ie/index.php?page=donaghmore,,-6.6624651,53.670453,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Avoca Powerscourt,https://www.avoca.com/en/stores-and-cafes/powersourt,35312046066,-6.1866327,53.184251,Wicklow,Enniskerry,Republic of Ireland,"Covid Safety Charter,Restaurant,Food and Drink,Shopping,Shopping Centres and Department Store,Historic Houses and Castle,Cafe,Vegetarian,Food Shops"
Killagholehane Cemetery and Church,https://www.limerick.ie/discover/eat-see-do/history-heritage/churches-settlements/killagholehane-cemetery-and-church-ruin,35361396255,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cashel Heritage Centre,https://www.cashel.ie/cashel-heritage-centre/,3536261333,-7.8876149,52.5169758,Tipperary,Cashel,Ireland,Museums and Attraction
Kilkenny City Library,https://www.kilkennylibrary.ie,+353(0)567794174,-7.250184,52.653473,Kilkenny,Kilkenny City,Republic of Ireland,"Learning,Literary Ireland"
Doran's Point,,,-9.8685068,54.005341,Mayo,Ballycroy,Ireland,Embarkation Point
Royal Hibernian Academy,http://www.rhagallery.ie,+353(0)16612558,-6.254706872,53.3370712,Dublin,,Republic of Ireland,"Craft,Shopping,Art Gallery,Cafe,Food and Drink,Food Shops"
"The Gerard Byrne Studio, Art Gallery",http://gerardbyrneartist.com,+353(0)14982909,-6.251773105,53.32570019,Dublin,Ranelagh,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
St. Patrick's Well Cross,,,-7.393276564,52.41607104,Tipperary,Ahenny,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
West Cork Heritage Centre,https://westcorkheritagecentre.com,353239000000,-8.7366366,51.7467306,Cork,Bandon,Ireland,Museums and Attraction
Black Linn Loop,https://visithowth.ie/the-black-linn-loop-walk/,35318323347,-6.065795119,53.38799393,Dublin,Howth,Republic of Ireland,"Walking,Marina,Venue,Natural Landscape"
West Gate Heritage Tower,http://wexfordhub.com/history/westgate-tower,353539000000,-6.466286,52.341426,Wexford,,Republic of Ireland,Museums and Attraction
Colla Pier,,,-9.561419,51.506532,,,,Embarkation Point
Dunbrody Abbey and Visitor Centre,http://www.dunbrodyabbey.com,353863000000,-6.955400439,52.2821012,Wexford,Campile,Republic of Ireland,"Craft,Shopping,Walking,Historic Houses and Castle,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
Adare Heritage Centre,http://www.adareheritagecentre.ie,35361396666,-8.7898313,52.5647887,Limerick,Adare,Ireland,"Covid Safety Charter,Restaurant,Craft,Shopping,Shopping Centres and Department Store,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
O'Connell Memorial Church,http://www.dioceseofkerry.ie/parish/cahersiveen/,353647000000,-10.2254183,51.9469561,Kerry,Cahersiveen,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Glascarrig Beach,,,-6.204060286,52.58147885,Wexford,Cahore,Republic of Ireland,Beach
Tramline Loop,https://visithowth.ie/the-tramline-loop/,35318323347,-6.066380923,53.38800343,Dublin,Howth,Republic of Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
Tolka Valley Park,,+353(0)18905629,-6.384194116,53.39496052,Dublin,Blanchardstown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Fairy Fort Farm,http://www.fairyfortfarm.com,353863000000,-7.9515445,52.7612627,Tipperary,,Ireland,"Agriculture,Nature and Wildlife,Activity Operator,Visitor Farm,Tour"
Doheny & Nesbitt,http://dohenyandnesbitts.ie/,35316762945,-6.2528309,53.33805,Dublin,Dublin,Ireland,"Food and Drink,Restaurant,Historic Houses and Castle,Pubs and Bar"
Srón Bhroin (Brandon Point),,,-10.160739,52.287794,Kerry,Brandon,Ireland,Discovery Point
Inishmurray Island,https://inishmurray.com/,,-8.661407319,54.43244977,Sligo,Inishmurray,Republic of Ireland,"Island,Offshore Island"
Old Coastguard Station,http://www.jamescahill.com/coastguardstation.html,353949000000,-9.6208477,53.8213183,Mayo,,Ireland,Historic Houses and Castle
St Doulagh's Church,http://fingaldublin.ie/interior-pages/activities-attractions-amp-conference/castles-churches-and-towers/st-doulaghs-church/,+353(0)18400077,-6.179085881,53.41542455,Dublin,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Tour"
Inis Fraoigh (Inishfree Island),,,-8.44568,54.954042,Donegal,,Ireland,Discovery Point
Clonfert Cathedral,http://www.megalithicireland.com/Clonfert%20Cathedral.html,,-8.0583679,53.2406887,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Macroom Castle,https://www.castles.nl/macroom-castle,3532620544,-8.961492,51.904995,Cork,Macroom,Republic of Ireland,"Castle,Historic Houses and Castle"
Old Irish Ways Museum,https://www.facebook.com/oldirishways,353862000000,-8.5852674,52.5045226,Limerick,,Ireland,"Agriculture,Nature and Wildlife,Museums and Attraction,Tour"
Corrin Nature Reserve,http://rathcormacgameandwildlifeclub.ie,+353(0)2536253,-8.28814632,52.11042047,Cork,Fermoy,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
Cé Bhaile an Sceilg (Ballinskelligs Pier),,,-10.274349,51.810877,Kerry,Ballinskelligs,Ireland,Embarkation Point
Mountcharles Pier,,,-8.2061166,54.630369,Donegal,Mountcharles,Ireland,Discovery Point
Inch Beach ,https://www.blueflag.global/show-site?siteId=6652,353669000000,-9.9705715,52.1247783,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Natural Landscape,Cafe,Food and Drink"
Bearna Breac Loop,http://facebook.com/windgap.tidytowns,+353(0)874186077,-7.398690855,52.46418975,Kilkenny,Windgap,Ireland,"Walking,Natural Landscape"
Knockcree Gardens,http://www.dublingardens.com,+353(0)12955884,-6.18208,53.2478,Dublin,Carrickmines,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Marlay Demesne,http://www.dlrcoco.ie/en/parks-outdoors/parks/marlay-park,+353(0)12054700,-6.27569,53.2796,Dublin,Rathfarnham,Republic of Ireland,"Cycling,Golf,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Venue,Music,Sports Venues,Cafe,Food and Drink,Local Produce,Restaurant,Food Shops,Shopping,Tour"
Lahinch Beach,https://www.blueflag.global/show-site?siteId=6621,,-9.34783,52.9336105,Clare,Lahinch,Ireland,"Fishing,Angling,Kitesurfing,Windsurfing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Kilmurry Nursery  and Garden,http://www.kilmurrynursery.com/,353539000000,-6.241779,52.690274,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Walking,Gardens,Garden,Food Shops,Shopping"
Charles Fort,https://heritageireland.ie/places-to-visit/charles-fort-national-monument/,353215000000,-8.4989435,51.6970946,Cork,Kinsale,Ireland,"Covid Safety Charter,Castle,Historic Houses and Castle"
Tourin House & Gardens,http://tourin.ie/,3535854405,-7.8641684,52.1202193,Waterford,Cappoquin,Ireland,"Historic Houses and Castle,Gardens,Garden"
"The Glen, Strandhill",,,-8.580854643,54.26105082,Sligo,Strandhill,Ireland,Natural Landscape
Phil Lynott Statue,,,-6.2606956,53.341281,Dublin,,Ireland,Public Sculpture
Hilton Park Garden,https://www.hiltonpark.ie,3534756007,-7.2529443,54.134149,Monaghan,Scotshouse,Ireland,"Photography,Learning,Gardens,Garden,Food and Drink,Restaurant"
Carrowteige - Black Ditch Loop,https://www.irishtrails.ie/Trail/Carrowteige---Black-Ditch-loop/140/ ,,-9.987016054,54.22138267,Mayo,,Republic of Ireland,"Walking,Public Park,Nature and Wildlife,Public Sculpture"
Angela's Ashes Walking Tour,https://www.limerick.ie/discover/eat-see-do/tours/angelas-ashes-walking-tours,+353(0)833000111,-8.62566,52.6653,Limerick,,Republic of Ireland,"Walking,Activity Operator,Literary Ireland,Tour"
Famine Memorial,,,-6.250194,53.347933,Dublin,,Republic of Ireland,Public Sculpture
